name,close,index,date
GS,67.9375,1,1999-05-01
Z_index,1301.84,1,1999-05-01
GS,72.25,1.0634775,1999-06-01
Z_index,1372.71,1.0544384,1999-06-01
GS,64.3125,.94664216,1999-07-01
Z_index,1328.72,1.0206476,1999-07-01
GS,59.8125,.88040477,1999-08-01
Z_index,1320.41,1.0142645,1999-08-01
GS,61,.89788407,1999-09-01
Z_index,1282.71,.98530543,1999-09-01
GS,71,1.0450782,1999-10-01
Z_index,1362.9301,1.0469259,1999-10-01
GS,75.125,1.1057957,1999-11-01
Z_index,1388.91,1.0668824,1999-11-01
GS,94.1875,1.3863845,1999-12-01
Z_index,1469.25,1.128595,1999-12-01
GS,91.625,1.3486661,2000-01-01
Z_index,1394.46,1.0711454,2000-01-01
GS,92.5,1.3615456,2000-02-01
Z_index,1366.42,1.0496068,2000-02-01
GS,105.25,1.5492181,2000-03-01
Z_index,1498.58,1.1511246,2000-03-01
GS,93.25,1.3725851,2000-04-01
Z_index,1452.4301,1.1156749,2000-04-01
GS,73.5625,1.0827967,2000-05-01
Z_index,1420.6,1.0912248,2000-05-01
GS,94.781197,1.3951234,2000-06-01
Z_index,1454.6,1.1173416,2000-06-01
GS,98.6875,1.4526219,2000-07-01
Z_index,1430.83,1.0990828,2000-07-01
GS,129.5,1.9061638,2000-08-01
Z_index,1517.6801,1.1657962,2000-08-01
GS,114.0625,1.6789328,2000-09-01
Z_index,1436.51,1.1034459,2000-09-01
GS,99.8125,1.4691812,2000-10-01
Z_index,1429.4,1.0979844,2000-10-01
GS,82.125,1.2088317,2000-11-01
Z_index,1314.95,1.0100703,2000-11-01
GS,106.9375,1.574057,2000-12-01
Z_index,1320.28,1.0141646,2000-12-01
GS,113.75,1.674333,2001-01-01
Z_index,1366.01,1.0492918,2001-01-01
GS,91.75,1.3505059,2001-02-01
Z_index,1239.9399,.95245188,2001-02-01
GS,85.099998,1.2526219,2001-03-01
Z_index,1160.33,.89130002,2001-03-01
GS,91.099998,1.3409383,2001-04-01
Z_index,1249.46,.95976466,2001-04-01
GS,95.099998,1.399816,2001-05-01
Z_index,1255.8199,.96465003,2001-05-01
GS,85.800003,1.2629255,2001-06-01
Z_index,1224.38,.9404996,2001-06-01
GS,83.160004,1.2240663,2001-07-01
Z_index,1211.23,.93039852,2001-07-01
GS,80.099998,1.1790248,2001-08-01
Z_index,1133.58,.87075216,2001-08-01
GS,71.349998,1.05023,2001-09-01
Z_index,1040.9399,.7995913,2001-09-01
GS,78.160004,1.1504692,2001-10-01
Z_index,1059.78,.81406319,2001-10-01
GS,89,1.3100276,2001-11-01
Z_index,1139.45,.87526113,2001-11-01
GS,92.75,1.3652254,2001-12-01
Z_index,1148.08,.88189024,2001-12-01
GS,86.980003,1.2802944,2002-01-01
Z_index,1130.2,.86815584,2002-01-01
GS,80.940002,1.1913892,2002-02-01
Z_index,1106.73,.85012752,2002-02-01
GS,90.25,1.3284268,2002-03-01
Z_index,1147.39,.88136029,2002-03-01
GS,78.75,1.1591536,2002-04-01
Z_index,1076.92,.8272292,2002-04-01
GS,75.449997,1.1105795,2002-05-01
Z_index,1067.14,.81971675,2002-05-01
GS,73.349998,1.0796688,2002-06-01
Z_index,989.82001,.76032388,2002-06-01
GS,73.150002,1.076725,2002-07-01
Z_index,911.62,.70025504,2002-07-01
GS,77.300003,1.1378106,2002-08-01
Z_index,916.07001,.7036733,2002-08-01
GS,66.029999,.9719227,2002-09-01
Z_index,815.28003,.62625211,2002-09-01
GS,71.599998,1.0539098,2002-10-01
Z_index,885.76001,.68039083,2002-10-01
GS,78.870003,1.16092,2002-11-01
Z_index,936.31,.71922052,2002-11-01
GS,68.099998,1.0023919,2002-12-01
Z_index,879.82001,.6758281,2002-12-01
GS,68.099998,1.0023919,2003-01-01
Z_index,855.70001,.65730047,2003-01-01
GS,69.449997,1.0222631,2003-02-01
Z_index,841.15002,.64612401,2003-02-01
GS,68.080002,1.0020975,2003-03-01
Z_index,848.17999,.65152401,2003-03-01
GS,75.900002,1.1172034,2003-04-01
Z_index,916.91998,.70432621,2003-04-01
GS,81.5,1.199632,2003-05-01
Z_index,963.59003,.74017549,2003-05-01
GS,83.75,1.2327507,2003-06-01
Z_index,974.5,.7485559,2003-06-01
GS,87.139999,1.2826495,2003-07-01
Z_index,990.31,.76070029,2003-07-01
GS,88.489998,1.3025206,2003-08-01
Z_index,1008.01,.7742964,2003-08-01
GS,83.900002,1.2349586,2003-09-01
Z_index,995.96997,.76504791,2003-09-01
GS,93.900002,1.3821528,2003-10-01
Z_index,1050.71,.80709612,2003-10-01
GS,96.080002,1.4142411,2003-11-01
Z_index,1058.2,.81284946,2003-11-01
GS,98.730003,1.4532475,2003-12-01
Z_index,1111.92,.85411423,2003-12-01
GS,99.550003,1.4653175,2004-01-01
Z_index,1131.13,.86887026,2004-01-01
GS,105.87,1.5583441,2004-02-01
Z_index,1144.9399,.87947828,2004-02-01
GS,104.35,1.5359706,2004-03-01
Z_index,1126.21,.86509097,2004-03-01
GS,96.75,1.424103,2004-04-01
Z_index,1107.3,.85056543,2004-04-01
GS,93.910004,1.3823,2004-05-01
Z_index,1120.6801,.86084318,2004-05-01
GS,94.160004,1.3859798,2004-06-01
Z_index,1140.84,.87632889,2004-06-01
GS,88.190002,1.2981049,2004-07-01
Z_index,1101.72,.84627908,2004-07-01
GS,89.650002,1.3195952,2004-08-01
Z_index,1104.24,.84821486,2004-08-01
GS,93.239998,1.3724378,2004-09-01
Z_index,1114.58,.85615742,2004-09-01
GS,98.379997,1.4480957,2004-10-01
Z_index,1130.2,.86815584,2004-10-01
GS,104.76,1.5420055,2004-11-01
Z_index,1173.8199,.90166223,2004-11-01
GS,104.04,1.5314076,2004-12-01
Z_index,1211.92,.93092859,2004-12-01
GS,107.85,1.5874885,2005-01-01
Z_index,1181.27,.90738499,2005-01-01
GS,108.8,1.601472,2005-02-01
Z_index,1203.6,.9245376,2005-02-01
GS,109.99,1.618988,2005-03-01
Z_index,1180.59,.90686262,2005-03-01
GS,106.79,1.5718859,2005-04-01
Z_index,1156.85,.88862687,2005-04-01
GS,97.5,1.4351426,2005-05-01
Z_index,1191.5,.91524309,2005-05-01
GS,102.02,1.5016743,2005-06-01
Z_index,1191.33,.91511244,2005-06-01
GS,107.48,1.5820423,2005-07-01
Z_index,1234.1801,.94802749,2005-07-01
GS,111.18,1.6365042,2005-08-01
Z_index,1220.33,.9373886,2005-08-01
GS,121.58,1.7895861,2005-09-01
Z_index,1228.8101,.94390255,2005-09-01
GS,126.37,1.860092,2005-10-01
Z_index,1207.01,.92715698,2005-10-01
GS,128.96001,1.8982154,2005-11-01
Z_index,1249.48,.95978004,2005-11-01
GS,127.71,1.8798159,2005-12-01
Z_index,1248.29,.95886594,2005-12-01
GS,141.25,2.0791168,2006-01-01
Z_index,1280.08,.98328519,2006-01-01
GS,141.28999,2.0797055,2006-02-01
Z_index,1280.66,.98373079,2006-02-01
GS,156.96001,2.310359,2006-03-01
Z_index,1294.87,.99464607,2006-03-01
GS,160.28999,2.3593743,2006-04-01
Z_index,1310.61,1.0067366,2006-04-01
GS,150.95,2.221895,2006-05-01
Z_index,1270.09,.97561145,2006-05-01
GS,150.42999,2.214241,2006-06-01
Z_index,1270.2,.97569591,2006-06-01
GS,152.75,2.24839,2006-07-01
Z_index,1276.66,.98065817,2006-07-01
GS,148.64999,2.1880405,2006-08-01
Z_index,1303.8199,1.0015209,2006-08-01
GS,169.17,2.4900827,2006-09-01
Z_index,1335.85,1.0261246,2006-09-01
GS,189.78999,2.793597,2006-10-01
Z_index,1377.9399,1.0584557,2006-10-01
GS,194.8,2.8673413,2006-11-01
Z_index,1400.63,1.0758849,2006-11-01
GS,199.35001,2.9343147,2006-12-01
Z_index,1418.3,1.0894581,2006-12-01
GS,212.16,3.1228704,2007-01-01
Z_index,1438.24,1.1047748,2007-01-01
GS,201.75,2.9696412,2007-02-01
Z_index,1406.8199,1.0806397,2007-02-01
GS,206.63,3.041472,2007-03-01
Z_index,1420.86,1.0914245,2007-03-01
GS,218.61,3.2178104,2007-04-01
Z_index,1482.37,1.1386729,2007-04-01
GS,230.82001,3.3975346,2007-05-01
Z_index,1530.62,1.175736,2007-05-01
GS,216.75,3.1904323,2007-06-01
Z_index,1503.35,1.1547886,2007-06-01
GS,188.34,2.7722538,2007-07-01
Z_index,1455.27,1.1178563,2007-07-01
GS,176.00999,2.5907636,2007-08-01
Z_index,1473.99,1.1322359,2007-08-01
GS,216.74001,3.1902852,2007-09-01
Z_index,1526.75,1.1727632,2007-09-01
GS,247.92,3.6492364,2007-10-01
Z_index,1549.38,1.1901463,2007-10-01
GS,226.64,3.3360074,2007-11-01
Z_index,1481.14,1.1377282,2007-11-01
GS,215.05,3.1654093,2007-12-01
Z_index,1468.36,1.1279113,2007-12-01
GS,199.55,2.9372585,2008-01-01
Z_index,1378.55,1.0589243,2008-01-01
GS,169.63,2.4968538,2008-02-01
Z_index,1330.63,1.0221149,2008-02-01
GS,165.39,2.4344435,2008-03-01
Z_index,1322.7,1.0160235,2008-03-01
GS,191.37,2.8168538,2008-04-01
Z_index,1385.59,1.064332,2008-04-01
GS,176.41,2.5966513,2008-05-01
Z_index,1400.38,1.0756929,2008-05-01
GS,174.89999,2.574425,2008-06-01
Z_index,1280,.9832238,2008-06-01
GS,184.03999,2.7089603,2008-07-01
