stock,stock_close,stock_index,date,index,close,ind_index
V,15.59,100,2008-03-01,GSPC,1322.7,100
V,20.862499,133.81975,2008-04-01,GSPC,1385.59,104.75467
V,21.59,138.48621,2008-05-01,GSPC,1400.38,105.87284
V,20.327499,130.38806,2008-06-01,GSPC,1280,96.771759
V,18.264999,117.15843,2008-07-01,GSPC,1267.38,95.81765
V,18.975,121.71264,2008-08-01,GSPC,1282.83,96.98571
V,15.3475,98.444511,2008-09-01,GSPC,1166.36,88.180237
V,13.8375,88.75882,2008-10-01,GSPC,968.75,73.240341
V,13.14,84.284798,2008-11-01,GSPC,896.23999,67.758377
V,13.1125,84.108406,2008-12-01,GSPC,903.25,68.288353
V,12.3375,79.137268,2009-01-01,GSPC,825.88,62.438953
V,14.1775,90.939705,2009-02-01,GSPC,735.09003,55.574963
V,13.9,89.159714,2009-03-01,GSPC,797.87,60.321316
V,16.24,104.16933,2009-04-01,GSPC,872.81,65.987
V,16.9275,108.57922,2009-05-01,GSPC,919.14001,69.489685
V,15.565,99.839638,2009-06-01,GSPC,919.32001,69.503288
V,16.365,104.97113,2009-07-01,GSPC,987.47998,74.656387
V,17.775,114.01539,2009-08-01,GSPC,1020.62,77.161865
V,17.2775,110.82425,2009-09-01,GSPC,1057.08,79.91835
V,18.940001,121.48814,2009-10-01,GSPC,1036.1899,78.339005
V,20.25,129.89096,2009-11-01,GSPC,1095.63,82.832848
V,21.865,140.25015,2009-12-01,GSPC,1115.1,84.304832
V,20.5075,131.54265,2010-01-01,GSPC,1073.87,81.187721
V,21.32,136.75433,2010-02-01,GSPC,1104.49,83.502686
V,22.7575,145.97498,2010-03-01,GSPC,1169.4301,88.412346
V,22.557501,144.69211,2010-04-01,GSPC,1186.6899,89.717247
V,18.115,116.19627,2010-05-01,GSPC,1089.41,82.362595
V,17.6875,113.45414,2010-06-01,GSPC,1030.71,77.924698
V,18.3375,117.62347,2010-07-01,GSPC,1101.6,83.284195
V,17.245001,110.61578,2010-08-01,GSPC,1049.33,79.332428
V,18.565001,119.08275,2010-09-01,GSPC,1141.2,86.278069
V,19.540001,125.33676,2010-10-01,GSPC,1183.26,89.457932
V,18.4625,118.42527,2010-11-01,GSPC,1180.55,89.253052
V,17.594999,112.8608,2010-12-01,GSPC,1257.64,95.081276
V,17.4625,112.0109,2011-01-01,GSPC,1286.12,97.234451
V,18.262501,117.1424,2011-02-01,GSPC,1327.22,100.34173
V,18.405001,118.05645,2011-03-01,GSPC,1325.83,100.23664
V,19.530001,125.27261,2011-04-01,GSPC,1363.61,103.09292
V,20.264999,129.98717,2011-05-01,GSPC,1345.2,101.70107
V,21.065001,135.11867,2011-06-01,GSPC,1320.64,99.844261
V,21.385,137.17126,2011-07-01,GSPC,1292.28,97.700165
V,21.969999,140.92366,2011-08-01,GSPC,1218.89,92.151665
V,21.43,137.45992,2011-09-01,GSPC,1131.42,85.538681
V,23.315001,149.55099,2011-10-01,GSPC,1253.3,94.753166
V,24.2425,155.50032,2011-11-01,GSPC,1246.96,94.273834
V,25.3825,162.8127,2011-12-01,GSPC,1257.6,95.078247
V,25.16,161.3855,2012-01-01,GSPC,1312.41,99.222054
V,29.092501,186.61002,2012-02-01,GSPC,1365.6801,103.24942
V,29.5,189.22386,2012-03-01,GSPC,1408.47,106.48447
V,30.745001,197.20975,2012-04-01,GSPC,1397.91,105.6861
V,28.799999,184.7338,2012-05-01,GSPC,1310.33,99.064789
V,30.907499,198.25208,2012-06-01,GSPC,1362.16,102.9833
V,32.267502,206.97563,2012-07-01,GSPC,1379.3199,104.28064
V,32.0625,205.66068,2012-08-01,GSPC,1406.58,106.34158
V,33.57,215.33034,2012-09-01,GSPC,1440.67,108.91888
V,34.689999,222.51442,2012-10-01,GSPC,1412.16,106.76344
V,37.427502,240.07378,2012-11-01,GSPC,1416.1801,107.06737
V,37.895,243.07248,2012-12-01,GSPC,1426.1899,107.82415
